sec	CH1	CH40	CH41	
54.734	-0.0408936	0.0178345	0	
54.736	-0.0354004	0.0179321	0	
54.738	-0.0274658	0.0181519	0	
54.74	-0.0292969	0.018158	0	
54.742	-0.00732422	0.0178284	0	
54.744	0.00610352	0.017749	0	
54.746	-0.0292969	0.0180115	0	
54.748	-0.0506592	0.0184204	0	
54.75	-0.0512695	0.018689	0	
54.752	-0.00671387	0.0186218	0	
54.754	-0.0146484	0.0186584	0	
54.756	-0.0238037	0.0187744	0	
54.758	-0.0317383	0.0189514	0	
54.76	-0.0445557	0.019281	0	
54.762	-0.0323486	0.0195007	0	
54.764	-0.0323486	0.0197754	0	
54.766	-0.0128174	0.0197021	0	
54.768	-0.0262451	0.0197876	0	
54.77	-0.0280762	0.02005	0	
54.772	-0.0177002	0.0200928	0	
54.774	-0.0189209	0.02005	0	
54.776	-0.0195312	0.0199036	0	
54.778	-0.0292969	0.0199951	0	
54.78	-0.0390625	0.0202759	0	
54.782	-0.00549316	0.0201355	0	
54.784	-0.0238037	0.0201965	0	
54.786	-0.0268555	0.0203308	0	
54.788	-0.012207	0.0202026	0	
54.79	-0.0250244	0.0203003	0	
54.792	-0.0183105	0.0203186	0	
54.794	0.000610352	0.0201782	0	
54.796	-0.0109863	0.0200745	0	
54.798	-0.0286865	0.0203308	0	
54.8	-0.0274658	0.0203918	0	
54.802	0.0262451	0.0204468	0	
54.804	-0.00183105	0.0203796	0	
54.806	-0.0183105	0.0205261	0	
54.808	-0.0244141	0.0202454	0	
54.81	-0.032959	0.0203003	0	
54.812	-0.0213623	0.020459	0	
54.814	-0.0195312	0.0204773	0	
54.816	-0.0244141	0.0203857	0	
54.818	-0.0408936	0.0205383	0	
54.82	-0.0286865	0.0207397	0	
54.822	-0.0115967	0.0207703	0	
54.824	-0.0250244	0.020636	0	
54.826	-0.0366211	0.0207947	0	
54.828	-0.0317383	0.0209473	0	
54.83	-0.0146484	0.0209961	0	
54.832	-0.0158691	0.0209656	0	
54.834	-0.0299072	0.0210144	0	
54.836	-0.022583	0.0209473	0	
54.838	-0.00671387	0.0207703	0	
54.84	-0.0183105	0.0208252	0	
54.842	-0.0439453	0.0210144	0	
54.844	-0.0311279	0.0210083	0	
54.846	-0.0286865	0.021167	0	
54.848	-0.00671387	0.0210083	0	
54.85	-0.010376	0.0208923	0	
54.852	-0.022583	0.0210999	0	
54.854	-0.0390625	0.0213318	0	
54.856	-0.022583	0.0213013	0	
54.858	-0.010376	0.0213257	0	
54.86	-0.0012207	0.0211121	0	
54.862	-0.010376	0.021167	0	
54.864	-0.0183105	0.0212341	0	
54.866	-0.0189209	0.0212646	0	
54.868	-0.0170898	0.0212036	0	
54.87	-0.00671387	0.0211853	0	
54.872	-0.00366211	0.0210754	0	
54.874	-0.0189209	0.0212402	0	
54.876	-0.0427246	0.0214111	0	
54.878	-0.0280762	0.0214844	0	
54.88	-0.0280762	0.0215759	0	
54.882	-0.0231934	0.0217163	0	
54.884	-0.0378418	0.021875	0	
54.886	-0.0183105	0.0219543	0	
54.888	-0.045166	0.0222107	0	
54.89	-0.010376	0.0222351	0	
54.892	-0.0183105	0.0222046	0	
54.894	-0.0244141	0.0223511	0	
54.896	-0.0280762	0.0225342	0	
54.898	-0.0115967	0.0224304	0	
54.9	-0.00976562	0.0223633	0	
54.902	-0.0189209	0.0224426	0	
54.904	-0.0164795	0.0224487	0	
54.906	-0.022583	0.0223389	0	
54.908	-0.0274658	0.022406	0	
54.91	-0.0280762	0.0225769	0	
54.912	-0.00976562	0.0224731	0	
54.914	-0.0262451	0.0225586	0	
54.916	-0.0317383	0.0227173	0	
54.918	-0.0158691	0.0227478	0	
54.92	0.00183105	0.0224854	0	
54.922	-0.00427246	0.0221069	0	
54.924	-0.0445557	0.0224976	0	
54.926	-0.032959	0.0227051	0	
54.928	-0.0250244	0.0225952	0	
54.93	-0.0183105	0.022644	0	
54.932	-0.0146484	0.0226196	0	
54.934	-0.0335693	0.0225464	0	
54.936	-0.0341797	0.0225342	0	
54.938	-0.0189209	0.0224487	0	
54.94	-0.0396729	0.0225525	0	
54.942	-0.043335	0.0229126	0	
54.944	-0.045166	0.0233032	0	
54.946	-0.0152588	0.0231628	0	
54.948	-0.0427246	0.0230835	0	
54.95	-0.0360107	0.0229309	0	
54.952	-0.0402832	0.0232666	0	
54.954	-0.0323486	0.0234436	0	
54.956	-0.0299072	0.0235046	0	
54.958	-0.0286865	0.0234741	0	
54.96	-0.0341797	0.0233704	0	
54.962	-0.0274658	0.0233215	0	
54.964	-0.0146484	0.0231445	0	
54.966	-0.00854492	0.0231018	0	
54.968	0.610962	0.00610962	8.53183	
54.97	0.244141	0.00855103	8.86128	
54.972	-0.216675	0.0107178	9.18105	
54.974	0.055542	0.0112732	9.49596	
54.976	-0.513306	0.0164063	9.80604	
54.978	0.0506592	0.0169128	10.1161	
54.98	-0.00305176	0.0169434	10.4213	
54.982	-0.141602	0.0183594	10.7266	
54.984	-0.521851	0.0235779	11.0366	
54.986	-0.166626	0.0252441	11.3467	
54.988	-0.228271	0.0275269	11.6519	
54.99	0.0897217	0.0284241	11.9523	
54.992	0.000610352	0.0284302	12.2333	
54.994	0.372314	0.0321533	12.4998	
54.996	-0.317383	0.0353271	12.7566	
54.998	-0.45105	0.0398376	13.0037	
55	0.389404	0.0437317	13.2362	
55.002	-0.229492	0.0460266	13.4591	
55.004	0.305786	0.0490845	13.6722	
55.006	-0.274658	0.0518311	13.8757	
55.008	0.335083	0.0551819	14.0695	
55.01	0.0854492	0.0560364	14.2585	
55.012	-0.182495	0.0578613	14.4426	
55.014	0.0115967	0.0579773	14.6218	
55.016	0.516968	0.063147	14.7866	
55.018	0.39917	0.0671387	14.9465	
55.02	0.0683594	0.0678223	15.0966	
55.022	-0.253296	0.0703552	15.242	
55.024	-0.101929	0.0713745	15.3825	
55.026	-0.340576	0.0747803	15.523	
55.028	0.252075	0.077301	15.6586	
55.03	0.123291	0.0785339	15.7992	
55.032	-0.598145	0.0845154	15.9397	
55.034	-0.912476	0.0936401	16.0802	
55.036	0.0579834	0.09422	16.2158	
55.038	0.205688	0.0962769	16.3515	
55.04	-0.116577	0.0974426	16.4823	
55.042	0.322876	0.100671	16.6082	
55.044	-0.471802	0.105389	16.7245	
55.046	-0.00366211	0.105426	16.8263	
55.048	0.341187	0.108838	16.9232	
55.05	0.205078	0.110889	17.0055	
55.052	-0.109253	0.111981	17.083	
55.054	0.123901	0.11322	17.1557	
55.056	-0.187988	0.1151	17.2284	
55.058	-0.394287	0.119043	17.3108	
55.06	0.394287	0.122986	17.398	
55.062	0.574341	0.128729	17.4997	
55.064	0.264282	0.131372	17.6014	
55.066	-1.43921	0.145764	17.708	
55.068	-0.289917	0.148663	17.8146	
55.07	0.897827	0.157642	17.9164	
55.072	-0.48645	0.162506	18.0133	
55.074	0.230103	0.164807	18.1005	
55.076	-0.0292969	0.1651	18.178	
55.078	0.178833	0.166888	18.2458	
55.08	-0.244751	0.169336	18.3088	
55.082	-1.13831	0.180719	18.3621	
55.084	0.0970459	0.181689	18.4105	
55.086	0.403442	0.185724	18.4638	
55.088	0.494385	0.190668	18.5171	
55.09	-0.544434	0.196112	18.5704	
55.092	0.108643	0.197198	18.6334	
55.094	0.316772	0.200366	18.7012	
55.096	0.0946045	0.201312	18.7739	
55.098	-0.41626	0.205475	18.8514	
55.1	-0.130005	0.206775	18.9289	
55.102	-0.124512	0.20802	19.0016	
55.104	0.403442	0.212054	19.0791	
55.106	0.197754	0.214032	19.147	
55.108	-0.470581	0.218738	19.2099	
55.11	-0.69397	0.225677	19.2681	
55.112	-0.192261	0.2276	19.3214	
55.114	0.602417	0.233624	19.3698	
55.116	-0.118408	0.234808	19.4086	
55.118	0.361328	0.238422	19.4425	
55.12	-0.209351	0.240515	19.4764	
55.122	-0.67688	0.247284	19.5006	
55.124	0.3125	0.250409	19.5249	
55.126	0.957031	0.259979	19.5539	
55.128	-0.620117	0.26618	19.5782	
55.13	-0.813599	0.274316	19.6024	
55.132	-0.39856	0.278302	19.6266	
55.134	-0.126953	0.279572	19.6508	
55.136	-0.224609	0.281818	19.6751	
55.138	0.419312	0.286011	19.6944	
55.14	0.0762939	0.286774	19.7138	
55.142	0.290527	0.289679	19.7332	
55.144	-0.389404	0.293573	19.7477	
55.146	-0.552368	0.299097	19.7623	
55.148	0.187988	0.300977	19.772	
55.15	0.254517	0.303522	19.7865	
55.152	0.541382	0.308936	19.7962	
55.154	0.24353	0.311371	19.8059	
55.156	0.0622559	0.311993	19.8204	
55.158	-0.238037	0.314374	19.8301	
55.16	-0.975952	0.324133	19.8446	
55.162	-0.406494	0.328198	19.8543	
55.164	0.0457764	0.328656	19.8688	
55.166	0.236206	0.331018	19.8834	
55.168	0.449219	0.329401	19.8979	
55.17	-0.189819	0.328857	19.9125	
55.172	0.0012207	0.326703	19.9318	
55.174	-0.480347	0.330951	19.9512	
55.176	0.197754	0.327795	19.9754	
55.178	0.164795	0.328937	19.9997	
55.18	-0.0402832	0.329309	20.0239	
55.182	-0.0854492	0.328748	20.053	
55.184	0.192871	0.325458	20.082	
55.186	0.357056	0.327362	20.1111	
55.188	-0.199585	0.327075	20.1353	
55.19	0.020752	0.326385	20.1644	
55.192	0.0549316	0.326929	20.1838	
55.194	0.428467	0.32749	20.2031	
55.196	0.365601	0.327972	20.2177	
55.198	-0.97168	0.333179	20.2274	
55.2	0.137939	0.330664	20.2419	
55.202	0.118408	0.329553	20.2467	
55.204	0.022583	0.326721	20.2564	
55.206	-0.032959	0.324304	20.271	
55.208	-0.700073	0.327954	20.2807	
55.21	-0.162354	0.328723	20.3	
55.212	-0.437622	0.331274	20.3194	
55.214	-0.294189	0.3341	20.3388	
55.216	-0.249023	0.331421	20.363	
55.218	0.0152588	0.327582	20.3873	
55.22	0.275269	0.329651	20.4115	
55.222	-0.0695801	0.327814	20.4357	
55.224	-0.505981	0.331854	20.4551	
55.226	-0.129395	0.329742	20.4745	
55.228	0.674438	0.333966	20.4841	
55.23	-0.0634766	0.333368	20.4938	
55.232	-0.0268555	0.327655	20.4987	
55.234	-0.267944	0.32121	20.4987	
55.236	0.328369	0.323914	20.4987	
55.238	0.668335	0.32854	20.4987	
55.24	1.07605	0.338135	20.4938	
55.242	-0.655518	0.341461	20.489	
55.244	-0.447388	0.341217	20.489	
55.246	-0.148315	0.342664	20.4841	
55.248	0.067749	0.339929	20.4841	
55.25	0.107422	0.338953	20.4841	
55.252	0.267334	0.340533	20.4841	
55.254	-0.315552	0.34245	20.4841	
55.256	-0.527954	0.34585	20.489	
55.258	-0.390625	0.345813	20.4938	
55.26	-0.239868	0.344269	20.4987	
55.262	0.193481	0.34046	20.5084	
55.264	0.249634	0.340314	20.5132	
55.266	-0.043335	0.326355	20.5229	
55.268	0.0823975	0.32428	20.5326	
55.27	-0.258789	0.317889	20.5423	
55.272	0.523682	0.318262	20.552	
55.274	0.177002	0.317731	20.5617	
55.276	-0.124512	0.318683	20.5665	
55.278	-0.444336	0.321338	20.5714	
55.28	-0.03479	0.319238	20.5762	
55.282	0.224609	0.310101	20.581	
55.284	0.507202	0.314203	20.581	
55.286	0.600586	0.316174	20.5859	
55.288	0.123901	0.312469	20.5859	
55.29	0.0939941	0.307965	20.5859	
55.292	0.0585938	0.307465	20.5859	
55.294	-1.18286	0.316125	20.5907	
55.296	-0.206909	0.317249	20.5907	
55.298	0.275879	0.315845	20.6004	
55.3	-0.0860596	0.315405	20.6053	
55.302	0.0769043	0.314929	20.615	
55.304	-0.137329	0.312268	20.6198	
55.306	-0.581665	0.316107	20.6343	
55.308	-0.977173	0.321173	20.644	
55.31	0.460205	0.318835	20.6537	
55.312	-0.124512	0.318158	20.6683	
55.314	0.223999	0.314374	20.6779	
55.316	0.222778	0.315417	20.6925	
55.318	-0.20874	0.313892	20.707	
55.32	0.239868	0.314197	20.7167	
55.322	-0.410156	0.31153	20.7312	
55.324	0.144653	0.309851	20.7409	
55.326	-0.350342	0.303784	20.7555	
55.328	-0.472412	0.302307	20.7652	
55.33	0.130615	0.295477	20.7797	
55.332	-0.0610352	0.292102	20.7894	
55.334	-0.350952	0.294342	20.8039	
55.336	0.0183105	0.292279	20.8184	
55.338	0.334473	0.291431	20.8281	
55.34	0.45105	0.295178	20.8378	
55.342	0.0793457	0.293066	20.8475	
55.344	-0.834351	0.297516	20.8572	
55.346	0.535278	0.297345	20.862	
55.348	0.184326	0.297308	20.8669	
55.35	-0.420532	0.298969	20.8717	
55.352	0.0354004	0.293909	20.8766	
55.354	0.228271	0.293756	20.8766	
55.356	-0.408936	0.297223	20.8766	
55.358	-0.374146	0.298584	20.8814	
55.36	-0.321045	0.292035	20.8814	
55.362	-0.045166	0.288422	20.8863	
55.364	0.26062	0.29057	20.8863	
55.366	0.983887	0.298047	20.8911	
55.368	-0.635986	0.299915	20.896	
55.37	-0.13916	0.299408	20.9008	
55.372	0.574951	0.305145	20.9057	
55.374	-0.0683594	0.301025	20.9105	
55.376	0.618896	0.305237	20.9153	
55.378	0.313721	0.306726	20.9202	
55.38	-0.469971	0.311023	20.9202	
55.382	-0.9198	0.319366	20.925	
55.384	0.0769043	0.318207	20.925	
55.386	0.357666	0.318213	20.925	
55.388	-0.0537109	0.316754	20.925	
55.39	-0.0164795	0.316711	20.9299	
55.392	0	0.316162	20.9299	
55.394	-0.272217	0.3146	20.9347	
55.396	-0.131226	0.312256	20.9444	
55.398	-0.316772	0.305707	20.9541	
55.4	0.0854492	0.305182	20.9638	
55.402	0.375977	0.307758	20.9783	
55.404	0.233765	0.309869	20.9929	
55.406	0.419312	0.313733	21.0122	
55.408	-0.593872	0.312671	21.0365	
55.41	0.00488281	0.311096	21.0607	
55.412	-0.438232	0.311102	21.0849	
55.414	-0.114136	0.309302	21.1091	
55.416	0.280762	0.309619	21.1382	
55.418	-0.0756836	0.310223	21.1673	
55.42	-0.473633	0.312207	21.1915	
55.422	0.322876	0.31474	21.2157	
55.424	-0.165405	0.311334	21.24	
55.426	-0.0817871	0.310858	21.2642	
55.428	-0.175781	0.305872	21.2836	
55.43	-0.179443	0.307031	21.3029	
55.432	-0.0238037	0.307001	21.3223	
55.434	0.0531006	0.304852	21.3368	
55.436	0.0299072	0.301868	21.3514	
55.438	0.153198	0.296716	21.3659	
55.44	-0.0982666	0.286938	21.3756	
55.442	-0.529785	0.285681	21.3901	
55.444	-0.359497	0.284802	21.3998	
55.446	0.100708	0.284326	21.4095	
55.448	-0.210571	0.285754	21.4192	
55.45	0.0708008	0.285388	21.4289	
55.452	0.482178	0.287537	21.4386	
55.454	0.165405	0.286035	21.4434	
55.456	-0.0592041	0.281348	21.4531	
55.458	-0.566406	0.283105	21.458	
55.46	0.0286865	0.280994	21.4628	
55.462	0.310059	0.282159	21.4628	
55.464	0.153198	0.281195	21.4677	
55.466	0.632324	0.287085	21.4677	
55.468	0.322876	0.28949	21.4677	
55.47	0.10376	0.287939	21.4677	
55.472	-1.5387	0.29809	21.4677	
55.474	0.291748	0.299237	21.4677	
55.476	0.783691	0.305829	21.4677	
55.478	0.518799	0.306573	21.4677	
55.48	-0.00610352	0.306287	21.4677	
55.482	-0.919189	0.313232	21.4677	
55.484	-0.265503	0.310815	21.4677	
55.486	-0.119019	0.306	21.4677	
55.488	0.908203	0.313843	21.4677	
55.49	0.457764	0.31748	21.4725	
55.492	-0.386353	0.320758	21.4773	
55.494	-0.448608	0.313416	21.4822	
55.496	0.134888	0.312695	21.487	
55.498	0.499878	0.314935	21.4967	
55.5	-0.159302	0.315668	21.5064	
55.502	-0.177002	0.316669	21.521	
55.504	-0.810547	0.323401	21.5403	
55.506	-0.72876	0.324872	21.5597	
55.508	-0.122681	0.316327	21.5791	
55.51	0.0878906	0.312604	21.5985	
55.512	0.128784	0.312646	21.6179	
55.514	-0.278931	0.313196	21.6372	
55.516	-0.670166	0.31767	21.6566	
55.518	-0.147705	0.317059	21.6711	
55.52	-0.0317383	0.314978	21.6857	
55.522	0.343018	0.314307	21.6954	
55.524	0.430908	0.317169	21.7051	
55.526	-0.106812	0.314734	21.7099	
55.528	-0.465088	0.314661	21.7099	
55.53	-0.283813	0.316193	21.7147	
55.532	-0.045166	0.316034	21.7147	
55.534	-0.250854	0.315033	21.7196	
55.536	0.583496	0.320685	21.7196	
55.538	0.429077	0.321631	21.7196	
55.54	0.333252	0.320453	21.7196	
55.542	-0.357056	0.32323	21.7196	
55.544	0.283813	0.317725	21.7147	
55.546	0.678101	0.319153	21.7147	
55.548	0.338135	0.320691	21.7099	
55.55	-0.328369	0.319769	21.7051	
55.552	0.0531006	0.319946	21.7002	
55.554	0.304565	0.320709	21.6954	
55.556	0.0231934	0.316852	21.6857	
55.558	-0.495605	0.318066	21.6808	
55.56	-0.546875	0.320325	21.676	
55.562	-0.255737	0.32243	21.6711	
55.564	0.0701904	0.320526	21.6663	
55.566	0.365601	0.314343	21.6663	
55.568	0.438232	0.312366	21.6663	
55.57	-0.955811	0.320532	21.6663	
55.572	0.325317	0.318036	21.6663	
55.574	0.512085	0.322473	21.6663	
55.576	0.831299	0.324597	21.6663	
55.578	0.245972	0.32392	21.6663	
55.58	-0.921021	0.32843	21.6711	
55.582	-0.502319	0.324255	21.6711	
55.584	0.404053	0.327527	21.676	
55.586	-0.39856	0.327936	21.676	
55.588	-0.799561	0.335394	21.6808	
55.59	-0.128174	0.336511	21.6857	
55.592	-0.296021	0.339471	21.6905	
55.594	-0.620117	0.34295	21.7002	
55.596	-0.0494385	0.342133	21.7099	
55.598	0.244751	0.341412	21.7196	
55.6	-0.106201	0.34162	21.7341	
55.602	0.232544	0.340186	21.7438	
55.604	-0.0415039	0.338263	21.7584	
55.606	0.256348	0.336633	21.7729	
55.608	0.86853	0.33938	21.7874	
55.61	-0.115967	0.340491	21.802	
55.612	-0.758667	0.343695	21.8165	
55.614	0.125732	0.343811	21.8262	
55.616	0.308838	0.344092	21.8407	
55.618	-0.515137	0.348486	21.8504	
55.62	-0.272827	0.346478	21.8601	
55.622	-0.352783	0.346777	21.8698	
55.624	-0.078125	0.345905	21.8746	
55.626	0.00488281	0.345135	21.8843	
55.628	-0.170288	0.345081	21.8843	
55.63	-0.231934	0.345605	21.8892	
55.632	-0.319824	0.348566	21.8892	
55.634	0.317383	0.351208	21.8892	
55.636	0.613403	0.357043	21.8892	
55.638	0.137329	0.356885	21.8892	
55.64	0.0689697	0.356592	21.894	
55.642	0.57373	0.357031	21.894	
55.644	-0.410767	0.357544	21.894	
55.646	-0.0561523	0.357098	21.894	
55.648	0.365601	0.358649	21.8892	
55.65	0.621948	0.36416	21.8892	
55.652	0.409546	0.363434	21.8892	
55.654	-0.211182	0.363892	21.8843	
55.656	-0.792236	0.371222	21.8843	
55.658	-0.527344	0.370831	21.8843	
55.66	0.3125	0.373669	21.8795	
55.662	0.340576	0.373975	21.8795	
55.664	0.193481	0.374377	21.8746	
55.666	-0.991211	0.377966	21.8746	
55.668	-0.585327	0.380591	21.8746	
55.67	0.172119	0.381274	21.8698	
55.672	0.215454	0.368042	21.8698	
55.674	0.112915	0.366254	21.8698	
55.676	0.334473	0.361761	21.8698	
55.678	0.128784	0.357861	21.8698	
55.68	-0.108643	0.358887	21.8698	
55.682	0.324707	0.352942	21.8698	
55.684	-0.449219	0.354779	21.8698	
55.686	-0.355225	0.357141	21.8698	
55.688	0.200806	0.350067	21.8698	
55.69	0.0872803	0.346362	21.8746	
55.692	-0.26062	0.345105	21.8746	
55.694	-0.512695	0.345746	21.8795	
55.696	-0.592651	0.350323	21.8795	
55.698	-0.2771	0.348096	21.8843	
55.7	0.401001	0.350513	21.894	
55.702	0.480957	0.353552	21.8989	
55.704	-0.786743	0.353314	21.9085	
55.706	-0.701294	0.35304	21.9182	
55.708	0.100708	0.35282	21.9279	
55.71	0.228882	0.35423	21.9376	
55.712	0.136108	0.354303	21.9473	
55.714	-0.165405	0.353168	21.9521	
55.716	-0.0268555	0.346735	21.9618	
55.718	-0.228882	0.347546	21.9667	
55.72	-0.0128174	0.347357	21.9715	
55.722	-0.164185	0.345569	21.9764	
55.724	0.703125	0.348291	21.9764	
55.726	0.214233	0.349365	21.9764	
55.728	0.0610352	0.345325	21.9715	
55.73	0.471802	0.347205	21.9715	
55.732	0.279541	0.349548	21.9667	
55.734	0.211792	0.349158	21.9667	
55.736	-0.575562	0.349078	21.9618	
55.738	0.141602	0.346204	21.9618	
55.74	0.142212	0.344293	21.957	
55.742	0.757446	0.348297	21.957	
55.744	-0.405884	0.349518	21.9521	
55.746	-0.379639	0.346533	21.9521	
55.748	-0.12085	0.34436	21.9473	
55.75	0.278931	0.343866	21.9473	
55.752	-0.299072	0.346326	21.9425	
55.754	-0.452271	0.347803	21.9425	
55.756	-0.0891113	0.348462	21.9425	
55.758	-0.142212	0.344928	21.9425	
55.76	0.307617	0.342535	21.9425	
55.762	-0.559692	0.345575	21.9473	
55.764	-0.0799561	0.345673	21.9473	
55.766	0.266113	0.344678	21.9473	
55.768	-0.200806	0.342303	21.9521	
55.77	-0.19104	0.334656	21.9521	
55.772	-0.175171	0.333154	21.957	
55.774	0.272827	0.330762	21.957	
55.776	0.0842285	0.323291	21.9618	
55.778	-0.209961	0.322931	21.9618	
55.78	-0.100098	0.314722	21.9618	
55.782	-0.0177002	0.309875	21.9667	
55.784	-0.410156	0.309937	21.9715	
55.786	0.414429	0.310095	21.9715	
55.788	-0.186768	0.303967	21.9764	
55.79	-0.135498	0.304041	21.9812	
55.792	0.26123	0.303693	21.9861	
55.794	-0.402222	0.301514	21.9909	
55.796	0.0537109	0.301556	21.9958	
55.798	0.341797	0.302527	22.0006	
55.8	-0.407104	0.305536	22.0006	
55.802	-0.358887	0.306799	22.0054	
55.804	0.114746	0.307532	22.0103	
55.806	-0.374756	0.308716	22.0103	
55.808	0.186768	0.301898	22.0151	
55.81	0.0396729	0.301135	22.0151	
55.812	-0.86792	0.302228	22.02	
55.814	-0.128784	0.302258	22.0248	
55.816	0.0177002	0.299347	22.0248	
55.818	0.50415	0.299237	22.0297	
55.82	-0.00427246	0.296552	22.0297	
55.822	0.142212	0.294446	22.0345	
55.824	-0.272827	0.296393	22.0345	
55.826	-0.281372	0.299158	22.0345	
55.828	0.0390625	0.297845	22.0297	
55.83	0.878906	0.304315	22.0297	
55.832	0.496826	0.306085	22.0248	
55.834	-0.615234	0.309064	22.02	
55.836	-0.26123	0.305542	22.0151	
55.838	-0.0463867	0.304633	22.0103	
55.84	-0.333862	0.307281	22.0054	
55.842	0.317993	0.304724	22.0006	
55.844	0.789185	0.308508	22.0006	
55.846	-0.0952148	0.308899	21.9958	
55.848	-0.625	0.311493	21.9958	
55.85	0.588379	0.311157	21.9909	
55.852	-0.651245	0.313574	21.9909	
55.854	-0.411377	0.315576	21.9909	
55.856	0.151367	0.309167	21.9909	
55.858	0.375977	0.307654	21.9909	
55.86	-0.275879	0.307288	21.9909	
55.862	-0.683594	0.310718	21.9861	
55.864	-0.450439	0.313287	21.9861	
55.866	0.182495	0.3052	21.9861	
55.868	0.46814	0.304028	21.9861	
55.87	0.824585	0.310553	21.9861	
55.872	0.178833	0.310187	21.9861	
55.874	-0.93689	0.318427	21.9861	
55.876	0.119019	0.316272	21.9861	
55.878	0.67627	0.321747	21.9861	
55.88	0.22522	0.322913	21.9861	
55.882	0.114746	0.320813	21.9861	
55.884	-1.47949	0.331116	21.9861	
55.886	-0.916138	0.336725	21.9909	
55.888	0.0115967	0.334833	21.9909	
55.89	0.00244141	0.333984	21.9909	
55.892	-0.180664	0.333185	21.9909	
55.894	0.673828	0.334796	21.9909	
55.896	-0.154419	0.330414	21.9909	
55.898	-0.814819	0.335791	21.9909	
55.9	0.180054	0.333582	21.9861	
55.902	0.438232	0.333154	21.9861	
55.904	0.610962	0.331396	21.9812	
55.906	0.579224	0.330176	21.9812	
55.908	-0.00915527	0.32926	21.9764	
55.91	-0.151367	0.328485	21.9715	
55.912	-0.552979	0.332654	21.9618	
55.914	0.0134277	0.331134	21.957	
55.916	0.336914	0.334235	21.9521	
55.918	0.443726	0.336383	21.9425	
55.92	-0.330811	0.339563	21.9376	
55.922	-0.321655	0.341138	21.9279	
55.924	0.0115967	0.334222	21.9182	
55.926	-0.171509	0.333795	21.9134	
55.928	0.291138	0.336096	21.9037	
55.93	-0.462036	0.335999	21.8989	
55.932	-0.00305176	0.333234	21.8892	
55.934	-0.172119	0.332837	21.8843	
55.936	0.0604248	0.327686	21.8746	
55.938	-0.057373	0.326843	21.8698	
55.94	-0.471191	0.330133	21.8649	
55.942	-0.380249	0.326361	21.8601	
55.944	0.137939	0.323682	21.8552	
55.946	-0.103149	0.320917	21.8552	
55.948	0.256348	0.322272	21.8552	
55.95	0.125122	0.320734	21.8552	
55.952	-0.098877	0.318732	21.8552	
55.954	0.53894	0.319598	21.8552	
55.956	-0.67749	0.325482	21.8552	
55.958	0.0146484	0.324207	21.8552	
55.96	0.773926	0.32887	21.8552	
55.962	-0.184326	0.325116	21.8504	
55.964	-0.529785	0.329614	21.8504	
55.966	-0.341797	0.330371	21.8504	
55.968	0.306396	0.331427	21.8456	
55.97	-0.0549316	0.330066	21.8407	
55.972	-0.385742	0.332172	21.8359	
55.974	-1.05408	0.339984	21.831	
55.976	-0.348511	0.342627	21.8262	
55.978	0.24353	0.342963	21.8213	
55.98	0.088501	0.342847	21.8165	
55.982	0.280151	0.345471	21.8116	
55.984	0.557861	0.346948	21.8116	
55.986	0.257568	0.34538	21.8068	
55.988	-0.430298	0.347815	21.802	
55.99	0.0787354	0.347247	21.7971	
55.992	-0.289917	0.347534	21.7923	
55.994	0.595703	0.349469	21.7874	
55.996	0.525513	0.354187	21.7874	
55.998	-0.00366211	0.350806	21.7826	
56	-0.181274	0.348547	21.7777	
56.002	-0.311279	0.348071	21.7729	
56.004	-0.665283	0.353577	21.768	
56.006	-0.282593	0.352655	21.768	
56.008	0.105591	0.351843	21.7632	
56.01	0.0219727	0.351666	21.7584	
56.012	0.877686	0.351764	21.7584	
56.014	0.154419	0.35202	21.7535	
56.016	-1.16699	0.363513	21.7535	
56.018	0.187988	0.360352	21.7487	
56.02	0.584106	0.36615	21.7438	
56.022	0.231934	0.367047	21.739	
56.024	0.449829	0.368817	21.7341	
56.026	-0.164795	0.367651	21.7293	
56.028	-0.586548	0.373126	21.7244	
56.03	0.320435	0.367542	21.7196	
56.032	-0.229492	0.364868	21.7196	
56.034	0.26001	0.361316	21.7147	
56.036	0.473022	0.363434	21.7147	
56.038	-0.915527	0.372125	21.7099	
56.04	-0.681763	0.375604	21.7099	
56.042	0.563354	0.378058	21.7099	
56.044	0.437622	0.374542	21.7099	
56.046	-0.0384521	0.373975	21.7099	
56.048	-0.0994873	0.368719	21.7099	
56.05	-0.0256348	0.363092	21.7099	
56.052	-0.450439	0.361084	21.7099	
56.054	-0.0494385	0.357465	21.7099	
56.056	0.00427246	0.355994	21.7099	
56.058	-0.12207	0.353455	21.7099	
56.06	-0.488892	0.355585	21.7099	
56.062	-0.0158691	0.348907	21.7099	
56.064	0.319214	0.347595	21.7099	
56.066	-0.551758	0.351288	21.7099	
56.068	-0.499268	0.351599	21.7099	
56.07	-0.108032	0.344434	21.7099	
56.072	-0.282593	0.345471	21.7099	
56.074	0.162354	0.337726	21.7099	
56.076	0.344238	0.339978	21.7099	
56.078	0.109863	0.334314	21.7147	
56.08	0.394897	0.336011	21.7147	
56.082	0.560913	0.340472	21.7147	
56.084	0.118408	0.326862	21.7147	
56.086	-0.43335	0.322034	21.7147	
56.088	0.0292969	0.322211	21.7147	
56.09	-0.250244	0.324689	21.7147	
56.092	0.0585938	0.323468	21.7147	
56.094	0.045166	0.317181	21.7147	
56.096	-0.420532	0.319843	21.7147	
56.098	-0.470581	0.3164	21.7147	
